Tahun,Bulan,Minggu,No,Provinsi,Kab/Kota,Indikator Perubahan Harga (%),Komoditas Andil Perubahan Harga ,Fluktuasi Harga Tertinggi,Nilai,Disparitas Harga Antar Daerah
2024,06,04,6108,KALIMANTAN BARAT,KAPUAS HULU,0.62,"BERAS(1.1168), TEPUNG TERIGU(0.1838), JERUK(0.0166)",JERUK,0.077139,
2024,06,04,6109,KALIMANTAN BARAT,SEKADAU,-1.2,"DAGING AYAM RAS(-0.7902), BAWANG PUTIH(-0.2317), BAWANG MERAH(-0.1354)",BAWANG MERAH,0.092821,112.9543
2024,06,04,6110,KALIMANTAN BARAT,MELAWI,-0.37,"DAGING AYAM RAS(-0.8714), JERUK(-0.1726), GULA PASIR(-0.1228)",JERUK,0.169306,
2024,06,04,6112,KALIMANTAN BARAT,KUBU RAYA,-2.91,"DAGING AYAM RAS(-1.3727), TELUR AYAM RAS(-0.7787), BERAS(-0.6479)",CABAI RAWIT,0.135347,
2024,07,01,6101,KALIMANTAN BARAT,SAMBAS,-0.57,"DAGING AYAM RAS(-0.3436), JERUK(-0.1942), PISANG(-0.133)",CABAI RAWIT,0.074431,
2024,07,01,6102,KALIMANTAN BARAT,BENGKAYANG,-0.33,"CABAI RAWIT(-0.2427), DAGING AYAM RAS(-0.1327), JERUK(-0.1087)",CABAI MERAH,0.051404,
2024,07,01,6103,KALIMANTAN BARAT,LANDAK,-1.3,"DAGING AYAM RAS(-0.7794), MINYAK GORENG(-0.2089), GULA PASIR(-0.1222)",DAGING AYAM RAS,0.031642,
2024,07,01,6104,KALIMANTAN BARAT,MEMPAWAH,0.05,"TELUR AYAM RAS(0.3951), CABAI RAWIT(0.1828), CABAI MERAH(0.1214)",TELUR AYAM RAS,0.028305,
2024,07,01,6105,KALIMANTAN BARAT,SANGGAU,-1.97,"DAGING AYAM RAS(-0.9698), CABAI RAWIT(-0.3708), TELUR AYAM RAS(-0.308)",-,-,
2024,07,01,6108,KALIMANTAN BARAT,KAPUAS HULU,0.66,"DAGING SAPI(1.4614), SUSU BUBUK(0.2664), TELUR AYAM RAS(0.2108)",BAWANG MERAH,0.012011,
2024,07,01,6109,KALIMANTAN BARAT,SEKADAU,0.18,"CABAI MERAH(0.36), CABAI RAWIT(0.3496), TEPUNG TERIGU(0.0095)",CABAI RAWIT,0.097216,
2024,07,01,6110,KALIMANTAN BARAT,MELAWI,-0.15,"DAGING AYAM RAS(-0.249), JERUK(-0.1987), BAWANG PUTIH(-0.0729)",JERUK,0.077106,
2024,07,01,6112,KALIMANTAN BARAT,KUBU RAYA,-1.55,"DAGING AYAM RAS(-1.7243), BERAS(-0.2966), UDANG BASAH(-0.1374)",CABAI RAWIT,0.111513,
2024,07,02,6101,KALIMANTAN BARAT,SAMBAS,-1.08,"DAGING AYAM RAS(-0.6638) , JERUK(-0.3861),  PISANG(-0.1509)",JERUK,0.12,
2024,07,02,6102,KALIMANTAN BARAT,BENGKAYANG,-0.29,"DAGING AYAM RAS(-0.1327) , JERUK(-0.1087),  CABAI RAWIT(-0.1048)",CABAI RAWIT,0.07,
2024,07,02,6103,KALIMANTAN BARAT,LANDAK,-1.23,"DAGING AYAM RAS(-1.0828) , MINYAK GORENG(-0.2144),  GULA PASIR(-0.1222)",CABAI RAWIT,0.094,
2024,07,02,6104,KALIMANTAN BARAT,MEMPAWAH,-0.36,"DAGING AYAM RAS(-1.0072) , BAWANG MERAH(-0.0113), ",DAGING AYAM RAS,0.029,
2024,07,02,6105,KALIMANTAN BARAT,SANGGAU,-2.35,"DAGING AYAM RAS(-0.9698) , CABAI RAWIT(-0.6499),  TELUR AYAM RAS(-0.308)",CABAI RAWIT,0.062,
2024,07,02,6108,KALIMANTAN BARAT,KAPUAS HULU,1.02,"DAGING SAPI(1.4614) , TELUR AYAM RAS(0.4393),  SUSU BUBUK(0.2664)",BAWANG MERAH,0.052,
2024,07,02,6109,KALIMANTAN BARAT,SEKADAU,-0.41,"DAGING AYAM RAS(-0.5412) , JERUK(-0.2246),  BAWANG PUTIH(-0.099)",JERUK,0.151,
2024,07,02,6110,KALIMANTAN BARAT,MELAWI,0.37,"CABAI RAWIT(0.6692) , CABAI MERAH(0.2404),  TELUR AYAM RAS(0.1889)",CABAI RAWIT,0.195,
2024,07,02,6112,KALIMANTAN BARAT,KUBU RAYA,-1.96,"DAGING AYAM RAS(-2.2346) , BERAS(-0.2498),  BAWANG MERAH(-0.1657)",BAWANG MERAH,0.091,
2024,07,03,6101,KALIMANTAN BARAT,SAMBAS,-1.23,"DAGING AYAM RAS(-0.8421), JERUK(-0.524), PISANG(-0.1744)",JERUK,0.157,
2024,07,03,6102,KALIMANTAN BARAT,BENGKAYANG,-0.29,"DAGING AYAM RAS(-0.1327), BAWANG PUTIH(-0.1134), JERUK(-0.1087)",CABAI RAWIT,0.106,
2024,07,03,6103,KALIMANTAN BARAT,LANDAK,-0.99,"DAGING AYAM RAS(-0.9322), MINYAK GORENG(-0.251), GULA PASIR(-0.1222)",CABAI RAWIT,0.081,
2024,07,03,6104,KALIMANTAN BARAT,MEMPAWAH,-0.59,"DAGING AYAM RAS(-1.1168), BAWANG MERAH(-0.0779), BAWANG PUTIH(-0.0386)",BAWANG MERAH,0.056,
2024,07,03,6105,KALIMANTAN BARAT,SANGGAU,-2.35,"DAGING AYAM RAS(-0.9698), CABAI RAWIT(-0.5587), TEMPE(-0.2399)",BAWANG MERAH,0.094,
2024,07,03,6108,KALIMANTAN BARAT,KAPUAS HULU,1.22,"DAGING SAPI(1.4614), TELUR AYAM RAS(0.3619), SUSU BUBUK(0.2664)",CABAI MERAH,0.076,
2024,07,03,6109,KALIMANTAN BARAT,SEKADAU,-0.43,"DAGING AYAM RAS(-0.3789), JERUK(-0.2925), BAWANG PUTIH(-0.0955)",JERUK,0.146,
2024,07,03,6110,KALIMANTAN BARAT,MELAWI,0.3,"CABAI RAWIT(0.902), CABAI MERAH(0.2404), TELUR AYAM RAS(0.2241)",CABAI RAWIT,0.17,
2024,07,03,6112,KALIMANTAN BARAT,KUBU RAYA,-1.62,"DAGING AYAM RAS(-1.9105), BAWANG MERAH(-0.2649), BERAS(-0.2341)",BAWANG MERAH,0.125,
2024,08,01,6101,KALIMANTAN BARAT,SAMBAS,-1.56,"DAGING AYAM RAS(-0.4653),  JERUK(-0.2928),  BAWANG MERAH(-0.2882)",DAGING AYAM RAS,0.02,
2024,08,01,6102,KALIMANTAN BARAT,BENGKAYANG,-1.4,"DAGING AYAM RAS(-0.8276),  CABAI RAWIT(-0.2165),  BAWANG MERAH(-0.1741)",CABAI MERAH,0.058,
2024,08,01,6103,KALIMANTAN BARAT,LANDAK,-1.46,"DAGING AYAM RAS(-0.4499),  CABAI MERAH(-0.3939),  BAWANG PUTIH(-0.3131)",BAWANG MERAH,0.045,
2024,08,01,6104,KALIMANTAN BARAT,MEMPAWAH,-0.32,"BAWANG MERAH(-0.3667),  DAGING AYAM RAS(-0.1631),  BAWANG PUTIH(-0.0567)",BERAS,0,
2024,08,01,6105,KALIMANTAN BARAT,SANGGAU,-1.34,"DAGING AYAM RAS(-1.3163),  BAWANG MERAH(-0.3018),  CABAI MERAH(-0.1634)",BAWANG MERAH,0.032,
2024,08,01,6108,KALIMANTAN BARAT,KAPUAS HULU,-1.56,"DAGING SAPI(-1.297),  JERUK(-0.1645),  BAWANG MERAH(-0.15)",JERUK,0.086,
2024,08,01,6109,KALIMANTAN BARAT,SEKADAU,-0.28,"CABAI RAWIT(-0.2428),  CABAI MERAH(-0.2264),  DAGING AYAM RAS(-0.1136)",MINYAK GORENG,0.019,
2024,08,01,6110,KALIMANTAN BARAT,MELAWI,-1.03,"CABAI MERAH(-0.9877),  DAGING AYAM RAS(-0.7889),  BAWANG MERAH(-0.346)",CABAI MERAH,0.095,
2024,08,01,6112,KALIMANTAN BARAT,KUBU RAYA,-1.29,"CABAI MERAH(-0.9148),  BAWANG MERAH(-0.3188),  DAGING AYAM RAS(-0.0943)",CABAI MERAH,0.204,
2024,08,02,6101,KALIMANTAN BARAT,SAMBAS,-1.39,"DAGING AYAM RAS(-0.4029), BAWANG MERAH(-0.3266), JERUK(-0.2928)",CABAI RAWIT,0.103,
2024,08,02,6102,KALIMANTAN BARAT,BENGKAYANG,-1.51,"DAGING AYAM RAS(-0.8276), BAWANG MERAH(-0.2178), CABAI RAWIT(-0.1894)",CABAI MERAH,0.046,
2024,08,02,6103,KALIMANTAN BARAT,LANDAK,-1.5,"DAGING AYAM RAS(-0.4499), CABAI MERAH(-0.3756), BAWANG PUTIH(-0.3131)",CABAI RAWIT,0.062,
2024,08,02,6104,KALIMANTAN BARAT,MEMPAWAH,-0.57,"BAWANG MERAH(-0.4138), DAGING AYAM RAS(-0.1631), CABAI MERAH(-0.1223)",CABAI MERAH,0.081,
2024,08,02,6105,KALIMANTAN BARAT,SANGGAU,-1.12,"DAGING AYAM RAS(-1.2197), BAWANG MERAH(-0.3244), CABAI MERAH(-0.1634)",TAHU MENTAH,0.033,
2024,08,02,6108,KALIMANTAN BARAT,KAPUAS HULU,-1.5,"DAGING SAPI(-1.297), JERUK(-0.1835), BAWANG MERAH(-0.1653)",JERUK,0.062,
2024,08,02,6109,KALIMANTAN BARAT,SEKADAU,-1.38,"DAGING AYAM RAS(-1.2431), CABAI RAWIT(-0.1723), CABAI MERAH(-0.1583)",DAGING AYAM RAS,0.146,
2024,08,02,6110,KALIMANTAN BARAT,MELAWI,-1.62,"CABAI MERAH(-1.0576), DAGING AYAM RAS(-0.8032), BAWANG MERAH(-0.346)",JERUK,0.321,
2024,08,02,6112,KALIMANTAN BARAT,KUBU RAYA,-1.46,"CABAI MERAH(-0.8353), DAGING AYAM RAS(-0.3993), BAWANG MERAH(-0.3366)",CABAI MERAH,0.156,
2024,08,03,6101,KALIMANTAN BARAT,SAMBAS,-1.5,"DAGING AYAM RAS(-0.4442), BAWANG MERAH(-0.366), JERUK(-0.2997)",CABAI RAWIT,0.109,
2024,08,03,6102,KALIMANTAN BARAT,BENGKAYANG,-1.46,"DAGING AYAM RAS(-0.8276), BAWANG MERAH(-0.2321), TELUR AYAM RAS(-0.1544)",CABAI RAWIT,0.077,
2024,08,03,6103,KALIMANTAN BARAT,LANDAK,-1.51,"DAGING AYAM RAS(-0.4499), CABAI MERAH(-0.3695), BAWANG PUTIH(-0.3131)",CABAI RAWIT,0.056,
2024,08,03,6104,KALIMANTAN BARAT,MEMPAWAH,-0.79,"BAWANG MERAH(-0.4616), CABAI MERAH(-0.2036), TELUR AYAM RAS(-0.1695)",JERUK,0.122,
2024,08,03,6105,KALIMANTAN BARAT,SANGGAU,-1.24,"DAGING AYAM RAS(-1.2735), BAWANG MERAH(-0.3422), CABAI MERAH(-0.1605)",BAWANG MERAH,0.032,
2024,08,03,6108,KALIMANTAN BARAT,KAPUAS HULU,-1.39,"DAGING SAPI(-1.297), BAWANG MERAH(-0.2104), TELUR AYAM RAS(-0.2057)",CABAI RAWIT,0.057,
2024,08,03,6109,KALIMANTAN BARAT,SEKADAU,-1.9,"DAGING AYAM RAS(-1.71), CABAI RAWIT(-0.1362), CABAI MERAH(-0.1234)",DAGING AYAM RAS,0.146,
2024,08,03,6110,KALIMANTAN BARAT,MELAWI,-1.97,"CABAI MERAH(-1.0806), DAGING AYAM RAS(-0.9426), JERUK(-0.4355)",JERUK,0.331,
2024,08,03,6112,KALIMANTAN BARAT,KUBU RAYA,-1.38,"CABAI MERAH(-0.7461), DAGING AYAM RAS(-0.4392), BAWANG MERAH(-0.3738)",CABAI MERAH,0.136,
2024,08,04,6101,KALIMANTAN BARAT,SAMBAS,-1.63,"DAGING AYAM RAS(-0.5001),  BAWANG MERAH(-0.3909),  JERUK(-0.3233)",CABAI RAWIT,0.097,
2024,08,04,6102,KALIMANTAN BARAT,BENGKAYANG,-1.42,"DAGING AYAM RAS(-0.8449),  BAWANG MERAH(-0.2392),  TELUR AYAM RAS(-0.1849)",CABAI RAWIT,0.085,
2024,08,04,6103,KALIMANTAN BARAT,LANDAK,-1.69,"DAGING AYAM RAS(-0.4499),  BAWANG MERAH(-0.3474),  CABAI MERAH(-0.3449)",CABAI RAWIT,0.074,
2024,08,04,6104,KALIMANTAN BARAT,MEMPAWAH,-0.93,"BAWANG MERAH(-0.4848),  CABAI MERAH(-0.2426),  TELUR AYAM RAS(-0.2111)",JERUK,0.134,
2024,08,04,6105,KALIMANTAN BARAT,SANGGAU,-1.27,"DAGING AYAM RAS(-1.2367),  BAWANG MERAH(-0.3529),  BAWANG PUTIH(-0.1671)",BAWANG MERAH,0.032,
2024,08,04,6108,KALIMANTAN BARAT,KAPUAS HULU,-1.51,"DAGING SAPI(-1.297),  TELUR AYAM RAS(-0.2405),  BAWANG MERAH(-0.2324)",CABAI RAWIT,0.057,
2024,08,04,6109,KALIMANTAN BARAT,SEKADAU,-1.66,"DAGING AYAM RAS(-1.516),  CABAI RAWIT(-0.118),  CABAI MERAH(-0.1057)",DAGING AYAM RAS,0.13,112.47
2024,08,04,6110,KALIMANTAN BARAT,MELAWI,-2.1,"DAGING AYAM RAS(-1.0113),  CABAI MERAH(-0.848),  JERUK(-0.4898)",JERUK,0.319,
2024,08,04,6112,KALIMANTAN BARAT,KUBU RAYA,-1.4,"CABAI MERAH(-0.745),  DAGING AYAM RAS(-0.4591),  BAWANG MERAH(-0.392)",CABAI MERAH,0.117,
2024,08,05,6101,KALIMANTAN BARAT,SAMBAS,-1.86,"DAGING AYAM RAS(-0.546), BAWANG MERAH(-0.4055), JERUK(-0.3372)",CABAI RAWIT,0.11,
2024,08,05,6102,KALIMANTAN BARAT,BENGKAYANG,-1.48,"DAGING AYAM RAS(-0.876), TELUR AYAM RAS(-0.2606), BAWANG MERAH(-0.2434)",CABAI RAWIT,0.083,
2024,08,05,6103,KALIMANTAN BARAT,LANDAK,-2.01,"DAGING AYAM RAS(-0.4499), CABAI MERAH(-0.4037), BAWANG MERAH(-0.3717)",CABAI RAWIT,0.106,
2024,08,05,6104,KALIMANTAN BARAT,MEMPAWAH,-1.09,"BAWANG MERAH(-0.4985), DAGING AYAM RAS(-0.2918), TELUR AYAM RAS(-0.2682)",JERUK,0.134,
2024,08,05,6105,KALIMANTAN BARAT,SANGGAU,-1.39,"DAGING AYAM RAS(-1.2919), BAWANG MERAH(-0.3593), BAWANG PUTIH(-0.1734)",BAWANG MERAH,0.03,
2024,08,05,6108,KALIMANTAN BARAT,KAPUAS HULU,-1.75,"DAGING SAPI(-1.297), TELUR AYAM RAS(-0.2998), BAWANG MERAH(-0.2848)",BAWANG MERAH,0.094,
2024,08,05,6109,KALIMANTAN BARAT,SEKADAU,-1.45,"DAGING AYAM RAS(-1.3409), CABAI RAWIT(-0.1071), CABAI MERAH(-0.0951)",DAGING AYAM RAS,0.119,
2024,08,05,6110,KALIMANTAN BARAT,MELAWI,-2.21,"DAGING AYAM RAS(-1.0523), CABAI MERAH(-0.8046), JERUK(-0.4977)",JERUK,0.29,
2024,08,05,6112,KALIMANTAN BARAT,KUBU RAYA,-1.59,"CABAI MERAH(-0.7541), DAGING AYAM RAS(-0.4711), BAWANG MERAH(-0.4027)",CABAI MERAH,0.106,
2024,09,01,6101,KALIMANTAN BARAT,SAMBAS,-0.54,"CABAI RAWIT(-0.5605), TELUR AYAM RAS(-0.3175), CABAI MERAH(-0.1787)",DAGING AYAM RAS,0.015,
2024,09,01,6102,KALIMANTAN BARAT,BENGKAYANG,-0.52,"TELUR AYAM RAS(-0.2939), CABAI MERAH(-0.1558), CABAI RAWIT(-0.1024)",CABAI MERAH,0.04,
2024,09,01,6103,KALIMANTAN BARAT,LANDAK,-0.6,"CABAI RAWIT(-0.5226), TELUR AYAM RAS(-0.2985), CABAI MERAH(-0.2225)",BAWANG MERAH,0.035,
2024,09,01,6104,KALIMANTAN BARAT,MEMPAWAH,0.25,"UDANG BASAH(0.5951), MINYAK GORENG(0.5753), CABAI RAWIT(0.149)",,,
2024,09,01,6105,KALIMANTAN BARAT,SANGGAU,-0.71,"TELUR AYAM RAS(-0.2553), CABAI MERAH(-0.2378), CABAI RAWIT(-0.1616)",BAWANG MERAH,0.013,
2024,09,01,6108,KALIMANTAN BARAT,KAPUAS HULU,-1.12,"TELUR AYAM RAS(-0.2798), CABAI RAWIT(-0.2754), BAWANG MERAH(-0.1643)",CABAI RAWIT,0.097,
2024,09,01,6109,KALIMANTAN BARAT,SEKADAU,1.03,"DAGING AYAM RAS(1.1435), JERUK(0.158), BAWANG PUTIH(0.0028)",CABAI MERAH,0.044,
2024,09,01,6110,KALIMANTAN BARAT,MELAWI,-0.37,"TELUR AYAM RAS(-0.2095), DAGING AYAM RAS(-0.1653), CABAI RAWIT(-0.1539)",UDANG BASAH,0.009,
2024,09,01,6112,KALIMANTAN BARAT,KUBU RAYA,0.53,"DAGING AYAM RAS(1.5679), MINYAK GORENG(0.039), BAWANG PUTIH(0.0189)",DAGING AYAM RAS,0.069,
2024,09,02,6101,KALIMANTAN BARAT,SAMBAS,-0.2,"TELUR AYAM RAS(-0.3985),  CABAI RAWIT(-0.3314),  UDANG BASAH(-0.1478)",CABAI RAWIT,0.131,
2024,09,02,6102,KALIMANTAN BARAT,BENGKAYANG,-0.57,"TELUR AYAM RAS(-0.3222),  CABAI MERAH(-0.1725),  CABAI RAWIT(-0.1024)",CABAI MERAH,0.036,
2024,09,02,6103,KALIMANTAN BARAT,LANDAK,-0.23,"CABAI RAWIT(-0.5704),  TELUR AYAM RAS(-0.2985),  CABAI MERAH(-0.2317)",CABAI RAWIT,0.049,
2024,09,02,6104,KALIMANTAN BARAT,MEMPAWAH,-0.57,"DAGING AYAM RAS(-0.4821),  TELUR AYAM RAS(-0.3523),  GULA PASIR(-0.1107)",UDANG BASAH,0.199,
2024,09,02,6105,KALIMANTAN BARAT,SANGGAU,-0.77,"TELUR AYAM RAS(-0.2625),  CABAI MERAH(-0.2378),  DAGING AYAM RAS(-0.1872)",BAWANG MERAH,0.02,
2024,09,02,6108,KALIMANTAN BARAT,KAPUAS HULU,-1.28,"CABAI RAWIT(-0.3686),  TELUR AYAM RAS(-0.2798),  MINYAK GORENG(-0.2053)",CABAI RAWIT,0.087,
2024,09,02,6109,KALIMANTAN BARAT,SEKADAU,1.17,"DAGING AYAM RAS(1.2417),  JERUK(0.158),  TELUR AYAM RAS(0.0794)",TELUR AYAM RAS,0.035,
2024,09,02,6110,KALIMANTAN BARAT,MELAWI,-0.38,"CABAI RAWIT(-0.3339),  TELUR AYAM RAS(-0.2095),  BAWANG PUTIH(-0.1314)",BAWANG MERAH,0.081,
2024,09,02,6112,KALIMANTAN BARAT,KUBU RAYA,0.79,"DAGING AYAM RAS(1.9592),  MINYAK GORENG(0.039),  BAWANG MERAH(0.0303)",DAGING AYAM RAS,0.059,
2024,09,03,6101,KALIMANTAN BARAT,SAMBAS,-0.06,"TELUR AYAM RAS(-0.4215), CABAI RAWIT(-0.306), UDANG BASAH(-0.1501)",CABAI RAWIT,0.109,
2024,09,03,6102,KALIMANTAN BARAT,BENGKAYANG,-0.52,"TELUR AYAM RAS(-0.3543), CABAI MERAH(-0.1325), CABAI RAWIT(-0.0617)",CABAI MERAH,0.102,
2024,09,03,6103,KALIMANTAN BARAT,LANDAK,-0.29,"CABAI RAWIT(-0.7628), TELUR AYAM RAS(-0.2985), CABAI MERAH(-0.2291)",CABAI RAWIT,0.118,
2024,09,03,6104,KALIMANTAN BARAT,MEMPAWAH,-0.77,"TELUR AYAM RAS(-0.4063), DAGING AYAM RAS(-0.3104), UDANG BASAH(-0.2019)",UDANG BASAH,0.211,
2024,09,03,6105,KALIMANTAN BARAT,SANGGAU,-0.84,"TELUR AYAM RAS(-0.3439), DAGING AYAM RAS(-0.2955), CABAI MERAH(-0.1789)",CABAI MERAH,0.037,
2024,09,03,6108,KALIMANTAN BARAT,KAPUAS HULU,-1.2,"CABAI RAWIT(-0.3454), TELUR AYAM RAS(-0.2798), MINYAK GORENG(-0.2286)",CABAI RAWIT,0.074,
2024,09,03,6109,KALIMANTAN BARAT,SEKADAU,1.12,"DAGING AYAM RAS(1.1337), JERUK(0.158), TELUR AYAM RAS(0.1123)",CABAI MERAH,0.05,
2024,09,03,6110,KALIMANTAN BARAT,MELAWI,-0.37,"CABAI RAWIT(-0.4443), TELUR AYAM RAS(-0.2095), UDANG BASAH(-0.1332)",UDANG BASAH,0.105,
2024,09,03,6112,KALIMANTAN BARAT,KUBU RAYA,0.75,"DAGING AYAM RAS(2.0014), MINYAK GORENG(0.0501), BAWANG MERAH(0.009)",DAGING AYAM RAS,0.049,
2024,09,04,6101,KALIMANTAN BARAT,SAMBAS,0.11,"DAGING AYAM RAS(1.245), MINYAK GORENG(0.0262)",CABAI RAWIT,0.095,
2024,09,04,6102,KALIMANTAN BARAT,BENGKAYANG,-0.47,"TELUR AYAM RAS(-0.3753), CABAI MERAH(-0.0916), CABAI RAWIT(-0.0345)",CABAI MERAH,0.121,
2024,09,04,6103,KALIMANTAN BARAT,LANDAK,-0.3,"CABAI RAWIT(-0.831), TELUR AYAM RAS(-0.2985), CABAI MERAH(-0.2373)",CABAI RAWIT,0.114,
2024,09,04,6104,KALIMANTAN BARAT,MEMPAWAH,-0.74,"TELUR AYAM RAS(-0.408), UDANG BASAH(-0.3385), BAWANG MERAH(-0.119)",UDANG BASAH,0.206,
2024,09,04,6105,KALIMANTAN BARAT,SANGGAU,-0.89,"DAGING AYAM RAS(-0.397), TELUR AYAM RAS(-0.3582), CABAI MERAH(-0.1394)",CABAI MERAH,0.039,
2024,09,04,6108,KALIMANTAN BARAT,KAPUAS HULU,-1.03,"TELUR AYAM RAS(-0.2798), CABAI RAWIT(-0.2643), MINYAK GORENG(-0.2439)",JERUK,0.08,
2024,09,04,6109,KALIMANTAN BARAT,SEKADAU,1.37,"DAGING AYAM RAS(1.303), JERUK(0.1393), TELUR AYAM RAS(0.1036)",CABAI MERAH,0.073,
2024,09,04,6110,KALIMANTAN BARAT,MELAWI,-0.23,"CABAI RAWIT(-0.5938), UDANG BASAH(-0.2328), TELUR AYAM RAS(-0.2095)",UDANG BASAH,0.115,
2024,09,04,6112,KALIMANTAN BARAT,KUBU RAYA,1.28,"DAGING AYAM RAS(2.3543), MINYAK GORENG(0.0634), BAWANG MERAH(0.0195)",CABAI MERAH,0.145,
2024,10,01,6101,KALIMANTAN BARAT,SAMBAS,0.34,"DAGING AYAM RAS(0.4147),  CABAI MERAH(0.1179),  JERUK(0.1003)",CABAI RAWIT,0.03,
2024,10,01,6102,KALIMANTAN BARAT,BENGKAYANG,0.2,"CABAI MERAH(0.2249),  CABAI RAWIT(0.0781), ",CABAI MERAH,0.087,
2024,10,01,6103,KALIMANTAN BARAT,LANDAK,0.22,"DAGING AYAM RAS(0.1828),  MINYAK GORENG(0.1768),  GULA PASIR(0.045)",MINYAK GORENG,0.019,
2024,10,01,6104,KALIMANTAN BARAT,MEMPAWAH,0.36,"DAGING AYAM RAS(0.8214),  TELUR AYAM RAS(0.0273),  BAWANG MERAH(0.0079)",BAWANG MERAH,0.044,
2024,10,01,6105,KALIMANTAN BARAT,SANGGAU,-0.61,"DAGING AYAM RAS(-0.6768),  BAWANG PUTIH(-0.0617),  BAWANG MERAH(-0.0492)",BAWANG PUTIH,0.023,
2024,10,01,6108,KALIMANTAN BARAT,KAPUAS HULU,0.19,"JERUK(0.1671),  CABAI RAWIT(0.0936),  TEMPE(0.0423)",TEMPE,0.063,
2024,10,01,6109,KALIMANTAN BARAT,SEKADAU,-1.71,"DAGING AYAM RAS(-0.5494),  UDANG BASAH(-0.2532),  TELUR AYAM RAS(-0.1899)",UDANG BASAH,0.086,
2024,10,01,6110,KALIMANTAN BARAT,MELAWI,0.24,"CABAI MERAH(0.5804),  DAGING AYAM RAS(0.4763),  BAWANG MERAH(0.1017)",,,
2024,10,01,6112,KALIMANTAN BARAT,KUBU RAYA,-0.32,"DAGING AYAM RAS(-0.6999),  CABAI RAWIT(-0.2059),  BAWANG PUTIH(-0.0049)",CABAI MERAH,0.096,
2024,10,02,6101,KALIMANTAN BARAT,SAMBAS,-0.16,"CABAI RAWIT(-0,3355), TELUR AYAM RAS(-0,1698), BAWANG PUTIH(-0,0678)",CABAI RAWIT,0.111,
2024,10,02,6102,KALIMANTAN BARAT,BENGKAYANG,0.1,"CABAI MERAH(0,2088), CABAI RAWIT(0,0481), MINYAK GORENG(0,0392)",CABAI MERAH,0.073,
2024,10,02,6103,KALIMANTAN BARAT,LANDAK,0.15,"MINYAK GORENG(0,187), GULA PASIR(0,045), BAWANG MERAH(0,0311)",CABAI RAWIT,0.046,
2024,10,02,6104,KALIMANTAN BARAT,MEMPAWAH,0.35,"DAGING AYAM RAS(0,8214), BAWANG MERAH(0,0815)",BAWANG MERAH,0.07,
2024,10,02,6105,KALIMANTAN BARAT,SANGGAU,0.29,"DAGING AYAM RAS(0,243), TELUR AYAM RAS(0,1603), MINYAK GORENG(0,0789)",DAGING AYAM RAS,0.077,
2024,10,02,6108,KALIMANTAN BARAT,KAPUAS HULU,0,"BERAS(-0,3103), CABAI MERAH(-0,0305), CABAI RAWIT(-0,0257)",CABAI RAWIT,0.055,
2024,10,02,6109,KALIMANTAN BARAT,SEKADAU,-1.16,"UDANG BASAH(-0,3325), TELUR AYAM RAS(-0,1899), BAWANG PUTIH(-0,1789)",UDANG BASAH,0.068,
2024,10,02,6110,KALIMANTAN BARAT,MELAWI,0.25,"CABAI MERAH(0,5804), DAGING AYAM RAS(0,4763), BAWANG MERAH(0,1017)",CABAI RAWIT,0.055,
2024,10,02,6112,KALIMANTAN BARAT,KUBU RAYA,-0.28,"DAGING AYAM RAS(-0,4741), CABAI RAWIT(-0,2499), BAWANG PUTIH(-0,0049)",CABAI MERAH,0.121,
2024,10,03,6101,KALIMANTAN BARAT,SAMBAS,-0.55,"CABAI RAWIT(-0.452), TELUR AYAM RAS(-0.182), BERAS(-0.1272)",CABAI RAWIT,0.139,
2024,10,03,6102,KALIMANTAN BARAT,BENGKAYANG,-0.36,"CABAI RAWIT(-0.2124), TELUR AYAM RAS(-0.1525), BAWANG MERAH(-0.0675)",CABAI MERAH,0.274,
2024,10,03,6103,KALIMANTAN BARAT,LANDAK,0.05,"MINYAK GORENG(0.1905), GULA PASIR(0.045), BAWANG MERAH(0.0311)",CABAI MERAH,0.067,
2024,10,03,6104,KALIMANTAN BARAT,MEMPAWAH,0.38,"DAGING AYAM RAS(0.8214), BAWANG MERAH(0.1071), CABAI MERAH(0.0078)",BAWANG MERAH,0.062,
2024,10,03,6105,KALIMANTAN BARAT,SANGGAU,0.53,"DAGING AYAM RAS(0.5823), TELUR AYAM RAS(0.1892), MINYAK GORENG(0.1298)",DAGING AYAM RAS,0.074,
2024,10,03,6108,KALIMANTAN BARAT,KAPUAS HULU,0.14,"DAGING SAPI(0.1933), JERUK(0.1671), TEMPE(0.1148)",PISANG,0.069,
2024,10,03,6109,KALIMANTAN BARAT,SEKADAU,-1.54,"UDANG BASAH(-0.3584), TELUR AYAM RAS(-0.1899), BAWANG PUTIH(-0.1881)",CABAI RAWIT,0.06,
2024,10,03,6110,KALIMANTAN BARAT,MELAWI,-0.06,"CABAI RAWIT(-0.9098), UDANG BASAH(-0.2272), BAWANG PUTIH(-0.0237)",JERUK,0.146,
2024,10,03,6112,KALIMANTAN BARAT,KUBU RAYA,-0.51,"CABAI RAWIT(-0.4459), DAGING AYAM RAS(-0.3978), CABAI MERAH(-0.1094)",CABAI MERAH,0.221,
2024,10,04,6101,KALIMANTAN BARAT,SAMBAS,-0.74,"CABAI RAWIT(-0.5402),  BERAS(-0.1746),  TELUR AYAM RAS(-0.1513)",CABAI RAWIT,0.158,
